1,K01_Carrie.txt,,he said magnanimously.
2,K01_Carrie.txt,,she screamed suddenly.
3,K01_Carrie.txt,,"he said morosely,"
3,K01_Carrie.txt,,"Sue yelled suddenly,"
4,K01_Carrie.txt,,she said glumly.
4,K01_Carrie.txt,,"Sue said slowly,"
5,K01_Carrie.txt,,she said kindly.
5,K01_Carrie.txt,,Desjardin said dispassionately.
6,K01_Carrie.txt,,"she insists, suddenly"
6,K01_Carrie.txt,,Morton said briskly.
7,K01_Carrie.txt,,she said softly.
8,K01_Carrie.txt,,"she said softly,"
9,K01_Carrie.txt,,he said sickly.
9,K01_Carrie.txt,,Desjardin said quietly.
11,K01_Carrie.txt,,"she said softly,"
11,K01_Carrie.txt,,Morton repeated wisely.
12,K01_Carrie.txt,,Momma said grimly
14,K01_Carrie.txt,,she said finally.
17,K01_Carrie.txt,,she agreed faintly.
18,K01_Carrie.txt,,she said gratefully.
18,K01_Carrie.txt,,"Momma said softly,"
19,K01_Carrie.txt,,he said cheerfully.
19,K01_Carrie.txt,,"Momma declaimed hugely,"
20,K01_Carrie.txt,,he said calmly.
21,K01_Carrie.txt,,she said finally.
21,K01_Carrie.txt,,Carrie said softly.
22,K01_Carrie.txt,,"Momma said curtly,"
23,K01_Carrie.txt,,Desjardin said softly.
24,K01_Carrie.txt,,Hargensen said sullenly.
25,K01_Carrie.txt,,she said clearly.
25,K01_Carrie.txt,,"Desjardin said softly,"
26,K01_Carrie.txt,,she croaked hoarsely.
27,K01_Carrie.txt,,"he said thickly,"
28,K01_Carrie.txt,,"he said absently,"
30,K01_Carrie.txt,,Morton said loyally.
31,K01_Carrie.txt,,"Hubie said darkly,"
33,K01_Carrie.txt,,Sue said defensively.
34,K01_Carrie.txt,,Tommy said patiently.
36,K01_Carrie.txt,,Morty said wisely.
37,K01_Carrie.txt,,She added shyly:
38,K01_Carrie.txt,,Helen asked finally.
40,K01_Carrie.txt,,"Sue thought sourly,"
41,K01_Carrie.txt,,Sue said noncommittally.
42,K01_Carrie.txt,,Blake said uneasily.
45,K01_Carrie.txt,,Jackie said hastily.
46,K01_Carrie.txt,,Carrie said steadily.
47,K01_Carrie.txt,,Carrie screamed suddenly.
50,K01_Carrie.txt,,"George yelled suddenly,"
51,K01_Carrie.txt,,Tommy said gravely.
54,K01_Carrie.txt,,Carrie said shyly:
55,K01_Carrie.txt,,Desjardin said softly.
59,K01_Carrie.txt,,Vic said artlessly.
61,K01_Carrie.txt,,Billy said softly.
65,K01_Carrie.txt,,"Vic said lightly,"
66,K01_Carrie.txt,,Doyle said roughly.
67,K01_Carrie.txt,,Doyle asked curtly.
68,K01_Carrie.txt,,Quillan blinked slowly.
70,K01_Carrie.txt,,Momma said softly.
71,K01_Carrie.txt,,Carrie said softly:
73,K01_Carrie.txt,,"Billy said mildly,"
77,K01_Carrie.txt,,"Carrie moaned thickly,"
31,K02_Salem's_Lot.txt,,he said agreeably.
32,K02_Salem's_Lot.txt,,he said honestly.
33,K02_Salem's_Lot.txt,,she said vaguely.
34,K02_Salem's_Lot.txt,,he asked gently.
35,K02_Salem's_Lot.txt,,he said briefly.
36,K02_Salem's_Lot.txt,,he said mildly.
37,K02_Salem's_Lot.txt,,she said hotly
38,K02_Salem's_Lot.txt,,she said doubtfully.
39,K02_Salem's_Lot.txt,,he said casually.
40,K02_Salem's_Lot.txt,,she said nervously.
41,K02_Salem's_Lot.txt,,"she said seriously,"
42,K02_Salem's_Lot.txt,,he said noncommittally.
43,K02_Salem's_Lot.txt,,"she said suddenly,"
44,K02_Salem's_Lot.txt,,he smiled toothlessly
45,K02_Salem's_Lot.txt,,"he said touchily,"
46,K02_Salem's_Lot.txt,,he said gruffly.
50,K02_Salem's_Lot.txt,,he said absently.
51,K02_Salem's_Lot.txt,,he said harshly.
52,K02_Salem's_Lot.txt,,she said dully.
53,K02_Salem's_Lot.txt,,he said briefly.
56,K02_Salem's_Lot.txt,,he said softly.
